epoch,loss_G_total,loss_D_total,loss_paired,loss_cycle,loss_seg,loss_anatomy,mr2ct_ssim,ct2mr_ssim,mr2ct_mae,ct2mr_mae,mr2ct_psnr,ct2mr_psnr,mean_dice,dice_class_1,dice_class_2,dice_class_3,dice_class_4,dice_class_5,ct_seg_mean_dice,ct_seg_per_class,ct_seg_class_1,ct_seg_class_2,ct_seg_class_3,ct_seg_class_4,ct_seg_class_5
40,2.422396,0.004078,0.000000,0.000000,0.000000,0.000000,0.926435,0.830577,0.125104,0.307579,26.257656,19.099017,0.174798,0.419214,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
41,2.426165,0.003978,0.000000,0.000000,0.000000,0.000000,0.926441,0.830551,0.125641,0.308080,26.236101,19.088219,0.175230,0.419777,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
42,2.423973,0.002698,0.000000,0.000000,0.000000,0.000000,0.926447,0.830528,0.126099,0.308514,26.217801,19.078891,0.175598,0.420264,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
43,2.431524,0.002228,0.000000,0.000000,0.000000,0.000000,0.926453,0.830502,0.126671,0.309022,26.194917,19.068009,0.176060,0.420833,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
44,2.423866,0.001430,0.000000,0.000000,0.000000,0.000000,0.926456,0.830488,0.126973,0.309284,26.182800,19.062401,0.176304,0.421126,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
45,2.419833,0.001179,0.000000,0.000000,0.000000,0.000000,0.926459,0.830478,0.127186,0.309476,26.174336,19.058304,0.176476,0.421341,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
46,2.430458,0.000996,0.000000,0.000000,0.000000,0.000000,0.926462,0.830462,0.127506,0.309765,26.161642,19.052128,0.176733,0.421664,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
47,2.427310,0.000568,0.000000,0.000000,0.000000,0.000000,0.926464,0.830452,0.127724,0.309964,26.152969,19.047885,0.176909,0.421886,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
48,2.429058,0.000043,0.000000,0.000000,0.000000,0.000000,0.926465,0.830444,0.127894,0.310121,26.146250,19.044524,0.177046,0.422063,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
49,2.426818,0.000012,0.000000,0.000000,0.000000,0.000000,0.926466,0.830439,0.127984,0.310205,26.142671,19.042740,0.177119,0.422156,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
50,2.427047,0.000009,0.000000,0.000000,0.000000,0.000000,0.926467,0.830437,0.128026,0.310244,26.140988,19.041913,0.177153,0.422199,0.609533,1.000000,1.000000,1.000000,0.000000,0.047664,0.609533,"[1.0, 1.0, 1.0, 9.038225406935741e-11, 0.047663552495022986]",1.000000,1.000000,1.000000,0.000000,0.047664,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579,0.606916,"[1.0, 1.0, 1.0, 9.188212022093604e-11, 0.03457944018296813]",1.000000,1.000000,1.000000,0.000000,0.034579
1,3.459744,0.632783,0.995588,0.594478,0.000000,0.000000,0.939789,0.840646,0.072643,0.227685,29.529352,21.858182,0.126958,0.324319,0.057118,0.057477,0.057477,0.057477,0.057477,0.055682,0.056877,"[0.057476636417919155, 0.05747664144728877, 0.057476636679929236, 0.05747663590071751, 0.05448043608561978]",0.057477,0.057477,0.057477,0.057477,0.054480,0.042562,"[0.04205607576194384, 0.04205607882393468, 0.042056076314635926, 0.042056075132073815, 0.044585345140586215]",0.042056,0.042056,0.042056,0.042056,0.044585,0.042310,"[0.04205607576194384, 0.04205607882393468, 0.042056076314635926, 0.042056075132073815, 0.043325031110868946]",0.042056,0.042056,0.042056,0.042056,0.043325
2,3.464960,0.581378,0.831117,0.432642,0.179735,0.353930,0.932435,0.849932,0.077154,0.219309,29.458810,22.031216,0.128649,0.316675,0.820688,1.000000,1.000000,1.000000,1.000000,0.103439,0.817287,"[1.0, 1.0, 1.0, 1.0, 0.08643421013002614]",1.000000,1.000000,1.000000,1.000000,0.086434,0.859558,"[1.0, 1.0, 1.0, 1.0, 0.29778929327786724]",1.000000,1.000000,1.000000,1.000000,0.297789,0.847550,"[1.0, 1.0, 1.0, 1.0, 0.23775239988725436]",1.000000,1.000000,1.000000,1.000000,0.237752
3,2.939017,0.584140,0.784698,0.379960,0.060349,0.109632,0.938148,0.848615,0.072955,0.208924,29.908847,22.462776,0.122989,0.300999,0.874374,1.000000,1.000000,1.000000,1.000000,0.371869,0.871776,"[1.0, 1.0, 1.0, 1.0, 0.35887939094855725]",1.000000,1.000000,1.000000,1.000000,0.358879,0.887810,"[1.0, 1.0, 1.0, 1.0, 0.4390507797537596]",1.000000,1.000000,1.000000,1.000000,0.439051,0.873174,"[1.0, 1.0, 1.0, 1.0, 0.36586781113884953]",1.000000,1.000000,1.000000,1.000000,0.365868
4,2.872579,0.584522,0.759036,0.351168,0.067849,0.134503,0.944006,0.852366,0.068460,0.203487,30.352176,22.615752,0.114558,0.296049,0.882245,1.000000,1.000000,1.000000,1.000000,0.411226,0.876993,"[1.0, 1.0, 1.0, 1.0, 0.3849674682894309]",1.000000,1.000000,1.000000,1.000000,0.384967,0.892004,"[1.0, 1.0, 1.0, 1.0, 0.4600195498763151]",1.000000,1.000000,1.000000,1.000000,0.460020,0.878904,"[1.0, 1.0, 1.0, 1.0, 0.39451946338716426]",1.000000,1.000000,1.000000,1.000000,0.394519
5,2.859160,0.577141,0.749483,0.339980,0.074970,0.143414,0.944023,0.850707,0.065152,0.229195,30.630631,21.707577,0.111764,0.331597,0.837556,1.000000,1.000000,1.000000,1.000000,0.187782,0.831268,"[1.0, 1.0, 1.0, 1.0, 0.15633867294042164]",1.000000,1.000000,1.000000,1.000000,0.156339,0.888947,"[1.0, 1.0, 1.0, 1.0, 0.4447345224885854]",1.000000,1.000000,1.000000,1.000000,0.444735,0.872999,"[1.0, 1.0, 1.0, 1.0, 0.3649946418926486]",1.000000,1.000000,1.000000,1.000000,0.364995
6,2.862187,0.571159,0.741510,0.332381,0.087060,0.158658,0.943454,0.852819,0.069268,0.215054,30.120570,22.250482,0.118679,0.310128,0.852530,1.000000,1.000000,1.000000,1.000000,0.262650,0.846332,"[1.0, 1.0, 1.0, 1.0, 0.23165882307950886]",1.000000,1.000000,1.000000,1.000000,0.231659,0.912396,"[1.0, 1.0, 1.0, 1.0, 0.5619793168021686]",1.000000,1.000000,1.000000,1.000000,0.561979,0.899519,"[1.0, 1.0, 1.0, 1.0, 0.4975928392000803]",1.000000,1.000000,1.000000,1.000000,0.497593
7,2.811673,0.569110,0.732222,0.320042,0.078652,0.152436,0.942874,0.851225,0.065776,0.211529,30.524530,22.393226,0.112426,0.303035,0.873467,1.000000,1.000000,1.000000,1.000000,0.367334,0.868650,"[1.0, 1.0, 1.0, 1.0, 0.3432506687999146]",1.000000,1.000000,1.000000,1.000000,0.343251,0.948031,"[1.0, 1.0, 1.0, 1.0, 0.7401547565899196]",1.000000,1.000000,1.000000,1.000000,0.740155,0.935788,"[1.0, 1.0, 1.0, 1.0, 0.6789400455950609]",1.000000,1.000000,1.000000,1.000000,0.678940
8,2.788130,0.562710,0.725771,0.311564,0.082280,0.146840,0.948839,0.853479,0.061679,0.206907,30.923714,22.481274,0.107014,0.300768,0.850067,1.000000,1.000000,1.000000,1.000000,0.250335,0.842373,"[1.0, 1.0, 1.0, 1.0, 0.211863526046405]",1.000000,1.000000,1.000000,1.000000,0.211864,0.902605,"[1.0, 1.0, 1.0, 1.0, 0.5130256730254729]",1.000000,1.000000,1.000000,1.000000,0.513026,0.888807,"[1.0, 1.0, 1.0, 1.0, 0.4440362181802799]",1.000000,1.000000,1.000000,1.000000,0.444036
9,2.823800,0.556024,0.723067,0.310982,0.091601,0.157806,0.946090,0.853402,0.064043,0.206918,30.596930,22.543730,0.111296,0.300121,0.862682,1.000000,1.000000,1.000000,1.000000,0.313409,0.854752,"[1.0, 1.0, 1.0, 1.0, 0.2737600101928425]",1.000000,1.000000,1.000000,1.000000,0.273760,0.935284,"[1.0, 1.0, 1.0, 1.0, 0.676422293472647]",1.000000,1.000000,1.000000,1.000000,0.676422,0.921472,"[1.0, 1.0, 1.0, 1.0, 0.6073619320263739]",1.000000,1.000000,1.000000,1.000000,0.607362
10,2.880020,0.548108,0.741144,0.312150,0.094365,0.160935,0.947459,0.851484,0.063494,0.211107,30.531390,22.329170,0.112561,0.306448,0.918353,1.000000,1.000000,1.000000,1.000000,0.591764,0.908150,"[1.0, 1.0, 1.0, 1.0, 0.5407516480013965]",1.000000,1.000000,1.000000,1.000000,0.540752,0.947652,"[1.0, 1.0, 1.0, 1.0, 0.7382595313396814]",1.000000,1.000000,1.000000,1.000000,0.738260,0.934153,"[1.0, 1.0, 1.0, 1.0, 0.6707655627208043]",1.000000,1.000000,1.000000,1.000000,0.670766
11,3.117977,0.556981,0.834112,0.341101,0.109923,0.197535,0.947790,0.853390,0.066733,0.207453,30.370499,22.476742,0.114172,0.300721,0.922230,1.000000,1.000000,1.000000,1.000000,0.611150,0.912736,"[1.0, 1.0, 1.0, 1.0, 0.5636800018660622]",1.000000,1.000000,1.000000,1.000000,0.563680,0.977104,"[1.0, 1.0, 1.0, 1.0, 0.8855222840191486]",1.000000,1.000000,1.000000,1.000000,0.885522,0.964119,"[1.0, 1.0, 1.0, 1.0, 0.8205930361557667]",1.000000,1.000000,1.000000,1.000000,0.820593
12,2.610895,0.557396,0.644949,0.273564,0.071280,0.136117,0.946784,0.852171,0.073440,0.207557,30.204441,22.498712,0.116252,0.299999,0.911389,1.000000,1.000000,1.000000,1.000000,0.556945,0.904440,"[1.0, 1.0, 1.0, 1.0, 0.5221992314784515]",1.000000,1.000000,1.000000,1.000000,0.522199,0.968070,"[1.0, 1.0, 1.0, 1.0, 0.8403523217371971]",1.000000,1.000000,1.000000,1.000000,0.840352,0.954941,"[1.0, 1.0, 1.0, 1.0, 0.7747051029638989]",1.000000,1.000000,1.000000,1.000000,0.774705
13,1.262426,0.423226,0.038733,0.018732,0.001880,0.006523,0.947163,0.850215,0.087269,0.213998,29.648881,22.238702,0.124249,0.308432,0.915740,1.000000,1.000000,1.000000,1.000000,0.578699,0.907910,"[1.0, 1.0, 1.0, 1.0, 0.5395488428587465]",1.000000,1.000000,1.000000,1.000000,0.539549,0.966249,"[1.0, 1.0, 1.0, 1.0, 0.8312472215875294]",1.000000,1.000000,1.000000,1.000000,0.831247,0.952745,"[1.0, 1.0, 1.0, 1.0, 0.7637262832133924]",1.000000,1.000000,1.000000,1.000000,0.763726
14,1.441732,0.471290,0.103493,0.047431,0.005165,0.008863,0.946238,0.851457,0.071647,0.215255,30.232308,22.162698,0.115877,0.311271,0.922471,1.000000,1.000000,1.000000,1.000000,0.612356,0.913150,"[1.0, 1.0, 1.0, 1.0, 0.5657523653540311]",1.000000,1.000000,1.000000,1.000000,0.565752,0.948874,"[1.0, 1.0, 1.0, 1.0, 0.7443677173466162]",1.000000,1.000000,1.000000,1.000000,0.744368,0.935718,"[1.0, 1.0, 1.0, 1.0, 0.6785883282485385]",1.000000,1.000000,1.000000,1.000000,0.678588
15,1.482006,0.525720,0.146299,0.078495,0.013905,0.031100,0.940278,0.838889,0.087053,0.264233,29.523490,21.083145,0.126515,0.359488,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
16,1.084963,0.472614,0.000000,0.000000,0.000000,0.000000,0.939754,0.844100,0.125350,0.250822,27.751135,21.386941,0.155056,0.345403,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
17,1.041317,0.499533,0.000000,0.000000,0.000000,0.000000,0.937864,0.845738,0.160522,0.249227,26.091888,21.405242,0.189128,0.343944,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
18,0.990825,0.543680,0.000000,0.000000,0.000000,0.000000,0.935726,0.845179,0.189564,0.254079,24.868886,21.270520,0.219510,0.349244,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
19,0.903061,0.557663,0.000000,0.000000,0.000000,0.000000,0.933844,0.843478,0.211240,0.263541,24.044261,21.029890,0.242878,0.359368,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
20,0.879092,0.579292,0.000000,0.000000,0.000000,0.000000,0.931812,0.841425,0.232050,0.274979,23.314413,20.753263,0.265710,0.371545,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
21,0.869787,0.583118,0.000000,0.000000,0.000000,0.000000,0.929562,0.839046,0.252769,0.289247,22.640707,20.423159,0.288742,0.386724,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
22,0.806127,0.586986,0.000000,0.000000,0.000000,0.000000,0.927586,0.836572,0.269380,0.305571,22.134766,20.062702,0.307373,0.404086,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
23,0.770638,0.599188,0.000000,0.000000,0.000000,0.000000,0.925738,0.834437,0.283846,0.321000,21.716597,19.736705,0.323695,0.420505,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
24,0.743935,0.607073,0.000000,0.000000,0.000000,0.000000,0.924126,0.832742,0.295687,0.334233,21.388456,19.467489,0.337118,0.434591,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
25,0.738486,0.602041,0.000000,0.000000,0.000000,0.000000,0.922128,0.830753,0.309506,0.350974,21.020446,19.139431,0.352846,0.452419,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
26,0.712454,0.611399,0.000000,0.000000,0.000000,0.000000,0.920550,0.829257,0.319814,0.364573,20.755786,18.882438,0.364615,0.466908,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
27,0.695501,0.608462,0.000000,0.000000,0.000000,0.000000,0.918975,0.827811,0.329615,0.378693,20.511502,18.623795,0.375832,0.481967,0.928550,1.000000,1.000000,1.000000,1.000000,0.642748,0.913453,"[1.0, 1.0, 1.0, 1.0, 0.5672658351158255]",1.000000,1.000000,1.000000,1.000000,0.567266,0.934688,"[1.0, 1.0, 1.0, 1.0, 0.673441467248818]",1.000000,1.000000,1.000000,1.000000,0.673441,0.920830,"[1.0, 1.0, 1.0, 1.0, 0.6041523016119279]",1.000000,1.000000,1.000000,1.000000,0.604152
